Trial_ID,Well_ID,Animal_ID,NumBout,BoutStart,BoutEnd,Condition,Genotype,videoDuration,Bout Duration (s),Bout Distance (mm),Bout Speed (mm/s),Angular Velocity (deg/s),Max TBF (Hz),Mean TBF (Hz),medianOfInstantaneousTBF,Mean TBF (Hz) (based on first 4 bends),Mean TBF (Hz) (based on first 6 bends),Max absolute TBA (deg.),maxBendAmplitudeSigned,Mean absolute TBA (deg.),Median absolute TBA (deg.),medianBendAmplitudeSigned,Number of Oscillations,meanTBF,maxTailAngleAmplitude,Absolute Yaw (deg),Signed Yaw (deg),TBA#1 timing (s),TBA#1 Amplitude (deg),firstBendAmplitudeSigned,IBI (s),xmean,ymean,binaryClass25degMaxTailAngle,tailAngleIntegralSigned,BoutFrameNumberStart,tailAngleSymmetry,secondBendAmpDividedByFirst,tailAngleIntegral,maxInstantaneousSpeed
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,12,3136,3202,es,o,59.99,0.67,204.393576,309.6872364,0.194779033,8.333333333,4.656862745,4.656862745,4.656862745,4.656862745,4.98416898,-4.98416898,4.254350796,4.254350796,-4.254350796,1.0,1.492537313,19.65810824,0.547152828,-0.547152828,0.51,3.524532613,-3.524532613,2.35,-1.051745426,44721.86734,0,-113.8439109,3136,0.815334917,1.41413615,405.9449418,5385.980202
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,11,2765,2901,es,o,59.99,1.37,511.4789875,376.0874908,0.229631056,16.66666667,9.570759289,9.027777778,5.397883926,9.15414484,6.082099634,-6.082099634,3.096894391,2.640322067,-0.460403866,6.0,4.379562044,8.342811919,0.762038238,0.762038238,0.04,0.296796307,0.296796307,0.89,-0.394451687,44728.97401,0,-77.76029957,2765,0.82297479,-20.49250441,359.117657,6050.533212
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,10,2670,2676,es,o,59.99,0.07,3.164135977,52.73559962,0.04828658,,,,,,,,,,,0.0,0.0,1.208818748,0.143184953,0.143184953,,,,0.93,-0.801317616,44723.17129,0,-4.488516071,2670,-0.094141493,,4.488516071,1745.525311
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,9,2514,2577,es,o,59.99,0.64,113.5683232,180.2671798,0.108356869,4.166666667,2.615248227,2.615248227,2.615248227,2.615248227,6.575068106,-6.575068106,4.231625837,4.231625837,-4.231625837,1.0,1.5625,17.17273536,0.088134838,0.088134838,0.47,6.575068106,-6.575068106,3.33,-0.363630187,44728.16569,0,-102.3383891,2514,0.5019087,0.287173233,336.9816338,6832.959749
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,8,2177,2181,es,o,59.99,0.05,9.392009838,234.800246,0.143475432,,,,,,,,,,,0.0,0.0,1.769578824,0.036677249,-0.036677249,,,,0.49,-0.225737412,44731.45475,0,-7.886052551,2177,-0.794557523,,7.886052551,517.9807023
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,7,2124,2128,es,o,59.99,0.05,1.22365487,30.59137176,0.018694766,,,,,,,,,,,0.0,0.0,2.42822127,0.050315485,-0.050315485,,,,0.37,-0.257898831,44730.57427,0,-11.40570538,2124,-0.912386809,,11.40570538,108.8306802
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,6,2084,2087,es,o,59.99,0.04,6.332430212,211.0810071,0.096744772,,,,,,,,,,,0.0,0.0,3.420348383,0.03231393,0.03231393,,,,0.31,-0.26143451,44730.9259,0,-12.75275276,2084,-0.81264353,,12.75275276,495.292574
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,5,1856,2053,es,o,59.99,1.98,521.9963044,264.9727434,0.158237938,16.66666667,7.057840582,5.0,8.368055556,9.546957672,65.40611021,-65.40611021,18.10424397,4.732775992,-2.197662117,8.0,4.04040404,65.40611021,1.131425889,1.131425889,0.1,0.005454448,0.005454448,0.36,-0.509564941,44727.22224,1,-2331.475302,1856,0.086162092,-133.5074627,2401.862604,3959.92898
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,4,1744,1820,es,o,59.99,0.77,167.9707285,221.0141165,0.134984577,16.66666667,8.370535714,7.738095238,7.098214286,8.898809524,1.862680216,-1.862680216,0.974002423,0.915698141,-0.644462611,4.0,5.194805195,1.862680216,0.527004678,-0.527004678,0.08,0.207851596,-0.207851596,0.17,0.15809144,44734.87421,0,-47.99524438,1744,0.582639651,5.565230722,54.41435366,3742.288075
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,3,1717,1727,es,o,59.99,0.11,4.802498192,48.02498192,0.036670667,,,,,,,,,,,0.0,0.0,1.016198291,0.046227938,-0.046227938,,,,0.37,-0.312518733,44728.82965,0,-8.986330229,1717,-0.52131078,,8.986330229,2600.960249
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,2,1669,1680,es,o,59.99,0.12,68.05218963,618.6562694,0.346366211,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,0.841316855,-0.841316855,0.841316855,0.841316855,-0.841316855,0.5,4.166666667,1.55240344,0.765983245,-0.765983245,0.09,0.841316855,-0.841316855,0.3,-0.596492455,44725.72409,0,-14.61250579,1669,-0.541944725,,14.61250579,2379.590792
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,1,1623,1639,es,o,59.99,0.17,150.5374119,940.8588241,0.574781088,,,,,,,,,,,0.0,0.0,2.451095995,0.706790756,-0.706790756,,,,0.21,-1.105871441,44721.0728,0,-34.09582376,1623,-0.567746588,,34.09582376,6164.686609
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,0,1405,1602,es,o,59.99,1.98,860.2730662,436.6868356,0.266207876,25.0,8.008261494,5.902777778,5.808531746,6.134259259,82.18184245,82.18184245,42.89145537,48.77619286,3.29236754,6.0,3.03030303,82.18184245,2.621758805,2.621758805,0.05,43.03443326,43.03443326,14.05,0.113036661,44734.97097,1,239.5240705,1405,0.784607497,-0.132207588,3976.049921,5617.07435
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,13,3450,3545,es,o,59.99,0.96,439.3071024,462.4285288,0.279568393,16.66666667,7.026397516,4.285714286,5.122929607,7.026397516,5.96906733,-5.96906733,3.135836548,2.469995032,-0.929585648,3.0,3.125,9.353685184,1.05940347,-1.05940347,0.46,5.96906733,-5.96906733,2.48,-1.004042034,44722.85689,0,-84.07728775,3450,0.763672237,-0.921145299,308.3607709,8759.017981
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,14,4327,4416,es,o,59.99,0.9,356.1085437,400.1219593,0.247221658,0.819672131,0.819672131,0.819672131,0.819672131,0.819672131,6.170288818,-6.170288818,6.170288818,6.170288818,-6.170288818,0.5,0.555555556,25.01582132,0.111128904,0.111128904,0.61,6.170288818,-6.170288818,7.82,-0.730020689,44725.68146,1,-181.9875707,4327,0.275075052,,383.4599065,3979.957129
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,16,4812,4992,es,o,59.99,1.81,541.0807804,300.6004336,0.182569179,16.66666667,6.833800187,3.869047619,6.378968254,5.933317772,77.90407912,77.90407912,42.10380041,43.91407233,11.03850968,5.0,2.762430939,77.90407912,1.080866554,-1.080866554,0.2,24.26956008,-24.26956008,3.59,-0.492737713,44728.06706,1,695.6618979,4812,0.822840456,-0.634299478,3254.104599,4593.511051
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,24,5597,5671,es,o,59.99,0.75,200.7433403,271.2747842,0.170234051,12.5,6.53030303,5.0,6.912878788,6.53030303,64.403813,-64.403813,32.17899745,16.7513245,-16.7513245,2.5,3.333333333,64.403813,1.843877395,1.843877395,0.11,61.05313775,-61.05313775,0.94,-0.618076521,44726.46913,1,-1073.357071,5597,0.159255752,0.274372868,1152.071944,5050.622432
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,23,5497,5503,es,o,59.99,0.07,29.7790653,496.3177551,0.454898259,,,,,,,,,,,0.0,0.0,1.168774886,0.159664882,0.159664882,,,,0.18,-0.947176074,44723.55144,0,5.62432103,5497,-0.013444149,,5.62432103,3170.656719
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,22,5473,5479,es,o,59.99,0.07,23.90182384,398.3637307,0.365177826,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,1.396136017,1.396136017,1.396136017,1.396136017,1.396136017,0.5,7.142857143,1.396136017,0.153528954,-0.153528954,0.06,1.396136017,1.396136017,0.92,-0.668535284,44727.5362,0,5.775801264,5473,0.395244996,,6.879432812,2316.873761
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,21,5378,5381,es,o,59.99,0.04,3.507937136,116.9312379,0.053578434,,,,,,,,,,,0.0,0.0,2.373903248,0.05104338,-0.05104338,,,,0.19,-0.149415069,44731.98758,0,5.318311272,5378,-0.147915468,,5.318311272,318.2475868
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,20,5355,5359,es,o,59.99,0.05,1.885715024,47.14287559,0.028798921,,,,,,,,,,,0.0,0.0,1.396559174,0.053596601,-0.053596601,,,,0.92,-0.034491806,44733.18262,0,3.669695948,5355,0.303210848,,4.516599731,246.6290786
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,19,5260,5263,es,o,59.99,0.04,3.647035073,121.5678358,0.05566649,,,,,,,,,,,0.0,0.0,1.470243996,0.095012382,-0.095012382,,,,0.22,-0.255648239,44730.62583,0,5.270259164,5260,-0.764599109,,5.270259164,519.6146992
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,18,5235,5238,es,o,59.99,0.04,2.43427324,81.14244133,0.037191469,,,,,,,,,,,0.0,0.0,2.577397786,0.011761348,0.011761348,,,,0.98,-0.957067814,44723.75946,0,7.242391844,5235,-0.570002726,,7.242391844,2948.435432
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,17,5133,5137,es,o,59.99,0.05,0.291600621,7.290015514,0.004378618,,,,,,,,,,,0.0,0.0,2.050144459,0.090378334,-0.090378334,,,,1.41,-0.311137565,44730.43396,0,9.12798103,5133,-0.757052496,,9.12798103,406.9723115
F1_T5_pre_2024_07_03-16_34_42.h5,0,0,15,4450,4453,es,o,59.99,0.04,0.088809573,2.960319094,0.001260024,,,,,,,,,,,0.0,0.0,0.943711106,0.023573479,-0.023573479,,,,0.34,-0.021570791,44733.31824,0,-0.707863525,4450,0.239391559,,1.433100233,273.010767
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,0,40,94,es,o,59.99,0.55,50.71470392,93.91611836,0.06060018,16.66666667,10.28703704,12.5,9.180555556,10.28703704,8.764879761,8.764879761,4.801165742,4.854696558,0.87925208,3.0,5.454545455,11.01206426,1.122903281,1.122903281,0.25,8.764879761,8.764879761,0.4,551.8041086,42286.27198,0,11.92918843,40,0.795934309,-0.858616566,194.868422,2518.914117
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,1,181,223,es,o,59.99,0.43,23.06564761,54.91820859,0.034514275,5.555555556,4.395711501,5.0,4.395711501,4.395711501,7.733460345,-7.733460345,7.061487815,7.322159482,-6.12884362,1.5,3.488372093,8.478809706,0.288705348,0.288705348,0.19,7.733460345,-7.733460345,0.87,551.0533865,42284.42847,0,-7.261435139,181,0.86358342,-0.946815417,154.1867498,643.2205084
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,2,310,364,es,o,59.99,0.55,36.44296003,67.48696302,0.042011769,16.66666667,8.720238095,7.916666667,8.720238095,8.720238095,7.802534222,7.802534222,6.946078572,6.875244881,0.121590614,2.0,3.636363636,10.27681859,1.234442192,1.234442192,0.21,7.802534222,7.802534222,0.87,551.5707397,42285.81259,0,11.75181804,310,0.949679549,-0.798623899,243.737725,1870.885301
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,3,494,553,es,o,59.99,0.6,87.42564931,148.1790666,0.090000316,1.351351351,1.351351351,1.351351351,1.351351351,1.351351351,8.523057892,8.523057892,8.523057892,8.523057892,8.523057892,0.5,0.833333333,11.21403195,0.150724056,0.150724056,0.37,8.523057892,8.523057892,1.3,551.6136763,42286.36255,0,-15.08343637,494,0.873758935,,350.7553779,2567.22186
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,4,636,694,es,o,59.99,0.59,102.0867405,176.0116216,0.116243079,16.66666667,9.380952381,12.5,8.601190476,9.380952381,9.586451493,9.586451493,7.152867585,7.345010052,-4.151687821,2.5,4.237288136,12.62493273,1.181068133,1.181068133,0.3,7.345010052,-7.345010052,0.83,551.8232939,42286.57911,0,38.58681161,636,0.925824058,-1.305165197,339.1265981,3098.065588
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,5,789,887,es,o,59.99,0.99,227.5562749,232.2002805,0.15365638,16.66666667,10.57484568,12.5,4.001736111,7.528935185,11.79780053,11.79780053,9.24771811,9.996780698,6.161158981,4.5,4.545454545,12.47219944,0.020686898,-0.020686898,0.32,11.79780053,11.79780053,0.95,552.448829,42288.38817,0,0.0849447,789,0.945927829,0.522229458,630.0519475,2725.531642
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,7,1097,1153,es,o,59.99,0.57,108.1697328,193.1602371,0.125169459,16.66666667,9.059343434,9.027777778,9.059343434,9.059343434,11.85546,11.85546,8.178070578,8.602484456,2.925295583,2.0,3.50877193,14.01309178,0.041480131,0.041480131,0.33,11.85546,11.85546,0.73,553.8901069,42291.92329,0,19.97359334,1097,0.933475654,-0.649702698,339.3086962,2692.876282
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,8,1234,1288,es,o,59.99,0.55,104.023271,192.635687,0.133707216,,,,,,,,,,,0.0,0.0,12.3528194,0.057931149,0.057931149,,,,0.81,555.174609,42295.56941,0,18.30830428,1234,0.971496866,,349.4761135,2861.013186
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,9,1325,1397,es,o,59.99,0.73,202.6428211,281.4483627,0.188866124,16.66666667,10.80687831,12.5,8.482142857,10.51587302,11.41924342,11.41924342,8.642685201,8.347287736,8.139887999,4.5,6.164383562,17.27345998,0.165770503,-0.165770503,0.28,9.803840072,9.803840072,0.37,554.2313918,42292.72115,0,-20.89664498,1325,0.66108605,0.844129936,467.396784,4394.829188
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,10,1489,1595,es,o,59.99,1.07,260.1610953,245.4349956,0.165980502,16.66666667,13.65555556,16.66666667,10.22222222,12.37037037,10.46176865,-10.46176865,6.765830507,6.919985128,-0.073701924,10.0,9.345794393,10.70887423,0.402871459,0.402871459,0.25,8.415927319,-8.415927319,0.92,554.3762695,42293.21744,0,10.70120233,1489,0.981326948,-1.195383043,514.5569498,2893.782899
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,11,1688,1754,es,o,59.99,0.67,112.4911657,170.4411601,0.117499749,16.66666667,8.528225806,7.916666667,8.528225806,8.528225806,10.43174751,10.43174751,7.068996982,7.337606716,2.426441356,2.0,2.985074627,11.03047096,0.10889781,0.10889781,0.31,10.43174751,10.43174751,0.93,555.8663092,42297.36263,0,18.37518196,1688,0.945720953,-0.637793786,347.493252,2228.506552
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,12,1861,1937,es,o,59.99,0.77,124.2638229,163.5050301,0.110605175,16.66666667,9.854096521,10.83333333,9.364478114,9.854096521,10.29970648,10.29970648,8.625491297,8.770417144,0.722676293,3.0,3.896103896,10.65133121,0.167056731,0.167056731,0.22,10.29970648,10.29970648,1.07,555.9554841,42297.43699,0,-10.03592423,1861,0.96698772,-0.869473122,422.1967173,2705.384726
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,13,2025,2079,es,o,59.99,0.55,118.8153987,220.0285162,0.151590158,3.333333333,2.592592593,2.592592593,2.592592593,2.592592593,8.692662634,-8.692662634,8.00074419,8.00074419,-0.691918445,1.0,1.818181818,10.21417438,0.067276595,-0.067276595,0.27,7.308825745,7.308825745,0.88,555.6396317,42296.62405,0,-25.42395714,2025,0.944383812,-1.189337787,279.6075283,2443.315934
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,14,2201,2272,es,o,59.99,0.72,222.895982,313.9380028,0.208985189,16.66666667,6.516400266,4.058441558,6.516400266,6.516400266,7.80957198,7.80957198,2.784469464,1.590525003,-0.70123092,2.0,2.777777778,10.11815223,1.451899049,1.451899049,0.39,7.80957198,7.80957198,1.22,557.1016953,42301.84393,0,-32.57923213,2201,0.9191392,-0.208888822,259.6760376,3338.018564
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,15,2388,2454,es,o,59.99,0.67,159.1251292,241.0986806,0.167449397,16.66666667,11.25641026,16.66666667,9.903846154,11.25641026,8.797199459,8.797199459,7.433590169,7.522604643,6.71479687,2.5,3.731343284,13.62965985,0.074426255,0.074426255,0.39,8.797199459,8.797199459,1.16,556.0632636,42297.8835,0,1.033510203,2388,0.668143353,-0.636896831,341.2803834,2814.345034
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,16,2546,2637,es,o,59.99,0.92,153.0086933,168.1414213,0.111600012,16.66666667,11.64285714,16.66666667,6.80952381,10.0952381,10.5708942,10.5708942,7.725682854,7.772016922,3.968525112,5.5,5.97826087,13.34671749,0.009654978,0.009654978,0.25,10.5708942,10.5708942,0.92,555.9200219,42297.34277,0,-44.07404808,2546,0.792022024,-0.609287714,517.5049481,2613.746163
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,17,2718,2785,es,o,59.99,0.68,148.9875248,222.36944,0.14834267,16.66666667,11.74242424,16.66666667,9.734848485,10.1010101,12.31543472,-12.31543472,9.031819837,8.922172672,0.65390548,4.0,5.882352941,12.31543472,0.13804476,-0.13804476,0.22,10.43259187,10.43259187,0.81,556.1255894,42298.45545,0,20.40454551,2718,0.877401347,-0.770457435,397.161507,4537.514766
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,18,2888,2988,es,o,59.99,1.01,314.0470092,314.0470092,0.209199845,16.66666667,10.40584416,12.5,9.345238095,11.09126984,11.00968497,-11.00968497,8.295039691,8.257320397,-4.824574558,5.5,5.445544554,11.00968497,0.008352368,-0.008352368,0.3,11.00968497,-11.00968497,1.03,554.9741014,42295.05766,0,-5.994205219,2888,0.922816731,-0.888795195,565.2752501,3393.145513
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,19,3090,3173,es,o,59.99,0.84,114.913008,138.4494073,0.092391443,25.0,12.5093985,12.5,4.824561404,8.07748538,10.47280446,-10.47280446,7.134454859,6.939089127,0.36045936,7.0,8.333333333,10.47280446,0.087267006,-0.087267006,0.19,6.349212278,6.349212278,1.02,555.8209965,42297.02781,0,-50.51130203,3090,0.866182696,-1.005219327,440.1612278,2525.68107
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,6,976,1024,es,o,59.99,0.49,67.38367607,140.3826585,0.088974978,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,4.537346891,4.537346891,4.537346891,4.537346891,4.537346891,0.5,1.020408163,13.08762073,1.243113177,1.243113177,0.45,4.537346891,4.537346891,0.89,552.7385755,42288.73341,0,26.42756192,976,0.907884897,,279.8688365,2577.036373
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,20,3269,3324,es,o,59.99,0.56,133.409725,242.5631365,0.161302455,16.66666667,10.0,12.5,9.375,10.0,8.550946093,8.550946093,6.343106348,5.990970172,-3.639344733,2.5,4.464285714,11.26200194,0.524214233,0.524214233,0.24,7.653492971,-7.653492971,0.96,556.3959777,42299.30018,0,16.3833821,3269,0.932863561,-1.117260593,246.4899161,2698.02959
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,21,3380,3433,es,o,59.99,0.54,121.8999525,229.9999105,0.153799863,16.66666667,8.164983165,5.555555556,8.164983165,8.164983165,9.270945682,9.270945682,8.715548878,8.560511309,8.315189643,1.5,2.777777778,11.75225592,0.278996892,0.278996892,0.22,9.270945682,9.270945682,0.56,554.0937814,42292.30848,0,-4.024953225,3380,0.920885862,-0.923369805,277.3102299,2803.929526
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,23,3640,3712,es,o,59.99,0.73,114.6607096,159.2509855,0.102695655,16.66666667,11.23106061,12.5,8.503787879,10.53030303,13.1865223,-13.1865223,6.508152776,6.129409725,0.951221456,4.0,5.479452055,13.1865223,0.189987353,-0.189987353,0.33,10.43564362,10.43564362,0.69,552.3873524,42288.03141,0,-42.3474178,3640,0.791387099,-1.263604122,384.3150766,2723.132919
F2_T1_pre_2024_07_03-20_01_12.h5,0,0,22,3518,3571,es,o,59.99,0.54,122.7659726,231.6339106,0.154526012,5.555555556,3.535353535,3.535353535,3.535353535,3.535353535,8.967147005,8.967147005,6.81215078,6.81215078,2.154996224,1.0,1.851851852,12.79777351,0.144165996,-0.144165996,0.33,8.967147005,8.967147005,0.85,552.9079521,42289.50401,0,6.716719304,3518,0.829947557,-0.519357445,274.6444745,2299.67545
